word,POS,tag
35000,CD,I-value
Rupees,NNP,B-value
Thirty,NNP,I-value
Five,NNP,I-value
Thousand,NNP,I-value
only,RB,O
as,IN,O
security,NN,O
deposit,NN,O
to,TO,O
the,DT,O
Lessor,NNP,O
free,JJ,O
of,IN,O
interest,NN,O
and,CC,O
which,WDT,O
shall,MD,O
be,VB,O
refunded,VBN,O
at,IN,O
the,DT,O
time,NN,O
of,IN,O
expiry,NN,O
of,IN,O
the,DT,O
lease,NN,O
period,NN,O
after,IN,O
deducting,VBG,O
dues,NNS,O
loss,NN,O
and,CC,O
damages,NNS,O
if,IN,O
any,DT,O
SOS,NNP,O
At,IN,O
all,DT,O
times,NNS,O
during,IN,O
the,DT,O
term,NN,O
of,IN,O
lease,NN,O
the,DT,O
Lessee,NNP,O
shall,MD,O
keep,VB,O
and,CC,O
maintain,VB,O
the,DT,O
said,VBD,O
flat,JJ,O
with,IN,O
all,DT,O
its,PRP$,O
fitting,NN,O
and,CC,O
fixtures,NNS,O
in,IN,O
proper,JJ,O
clean,NN,O
and,CC,O
neat,JJ,O
conditions,NNS,O
SOS,VBP,O
The,DT,O
Lessee,NNP,O
shall,MD,O
use,VB,O
the,DT,O
flat,NN,O
for,IN,O
residential,JJ,O
purpose,NN,O
only,RB,O
SOS,NNP,O
The,DT,O
Lessee,NNP,O
shall,MD,O
not,RB,O
make,VB,O
any,DT,O
alteration,NN,O
or,CC,O
modifications,NNS,O
in,IN,O
the,DT,O
said,VBD,O
flat,JJ,O
SOS,NNP,O
The,DT,O
Lessee,NNP,O
shall,MD,O
not,RB,O
use,VB,O
the,DT,O
flat,JJ,O
so,RB,O
as,IN,O
to,TO,O
destroy,VB,O
or,CC,O
reduce,VB,O
its,PRP$,O
value,NN,O
or,CC,O
utility,NN,O
in,IN,O
any,DT,O
manner,NN,O
SOS,NNP,O
The,DT,O
Lessee,NNP,O
shall,MD,O
not,RB,O
transfer,VB,O
his,PRP$,O
right,NN,O
or,CC,O
sublet,VB,O
the,DT,O
said,VBD,O
flat,JJ,O
or,CC,O
any,DT,O
part,NN,O
there,RB,O
of,IN,O
to,TO,O
anybody,NN,O
SOS,NNP,O
The,DT,O
period,NN,O
of,IN,O
lease,NN,O
shall,MD,O
be,VB,O
11,CD,B-end
months,NNS,I-end
from,IN,O
1,CD,B-startdate
5,CD,I-startdate
2016,CD,I-startdate
on,IN,O
the,DT,O
expiry,NN,O
of,IN,O
the,DT,O
above,JJ,O
period,NN,O
Lessee,NNP,O
shall,MD,O
vacate,VB,O
and,CC,O
deliver,VB,O
the,DT,O
possession,NN,O
of,IN,O
the,DT,O
flat,JJ,O
to,TO,O
the,DT,O
Lessor,NNP,O
in,IN,O
good,JJ,O
conditions,NNS,O
as,IN,O
it,PRP,O
is,VBZ,O
on,IN,O
this,DT,O
day,NN,O
SOS,NNP,O
BEENA,NNP,O
PURATHAY1L,NNP,O
MADHAVAN,NNP,O
SOS,NNP,O
LESSOR,NNP,O
SOS,NNP,O
The,DT,O
Electricity,NNP,O
and,CC,O
Water,NNP,O
charges,NNS,O
and,CC,O
any,DT,O
other,JJ,O
charges,NNS,O
connected,VBN,O
with,IN,O
self,JJ,O
usage,NN,O
of,IN,O
the,DT,O
flat,JJ,O
to,TO,O
be,VB,O
paid,VBN,O
by,IN,O
the,DT,O
Lessee,NNP,O
in,IN,O
addition,NN,O
to,TO,O
the,DT,O
rent,NN,O
Lessee,NNP,O
also,RB,O
liable,JJ,O
to,TO,O
pay,VB,O
a,DT,O
maintenance,NN,O
Charges,NNP,O
to,TO,O
the,DT,O
Flat,NNP,O
Owners,NNP,O
Association,NNP,O
and,CC,O
obtain,VB,O
receipt,NN,O
for,IN,O
the,DT,O
same,JJ,O
SOS,NNP,O
Explosive,NNP,O
items,NNS,O
not,RB,O
to,TO,O
be,VB,O
kept,VBN,O
inside,IN,O
the,DT,O
flat,JJ,O
SOS,NNP,O
That,IN,O
both,DT,O
parties,NNS,O
are,VBP,O
at,IN,O
liberty,NN,O
to,TO,O
evict,VB,O
or,CC,O
vacate,VB,O
the,DT,O
flat,JJ,O
before,IN,O
the,DT,O
expiry,NN,O
of,IN,O
the,DT,O
period,NN,O
of,IN,O
tenancy,NN,O
by,IN,O
giving,VBG,O
one,CD,B-notice
month,NN,I-notice
prior,RB,O
registered,VBD,O
notice,JJ,O
SOS,NNP,O
The,DT,O
period,NN,O
of,IN,O
agreement,NN,O
shall,MD,O
be,VB,O
renewed,VBN,O
for,IN,O
further,JJ,O
period,NN,O
if,IN,O
mutually,RB,O
agreed,VBN,O
between,IN,O
both,DT,O
parties,NNS,O
on,IN,O
or,CC,O
before,IN,O
expiry,NN,O
of,IN,O
this,DT,O
agreement,NN,O
SOS,VBZ,O
The,DT,O
lessee,NN,O
shall,MD,O
be,VB,O
liable,JJ,O
to,TO,O
pay,VB,O
all,DT,O
costs,NNS,O
replacements,NNS,O
for,IN,O
all,DT,O
such,JJ,O
items,NNS,O
that,WDT,O
are,VBP,O
part,NN,O
of,IN,O
flat,JJ,O
furnishings,NNS,O
in,IN,O
the,DT,O
instance,NN,O
of,IN,O
damages,NNS,O
caused,VBN,O
or,CC,O
resulted,VBN,O
from,IN,O
misuse,NN,O
purposeful,JJ,O
acts,NNS,O
from,IN,O
the,DT,O
side,NN,O
of,IN,O
lessee,NN,O
or,CC,O
shall,MD,O
be,VB,O
recovered,VBN,O
from,IN,O
the,DT,O
paid,VBN,O
advance,NN,O
if,IN,O
limited,VBN,O
within,IN,O
the,DT,O
same,JJ,O
SOS,NNP,O
14,CD,O
Lesse,NNP,O
shall,MD,O
have,VB,O
the,DT,O
right,NN,O
to,TO,O
use,VB,O
one,CD,O
car,NN,O
porch,NN,O
that,WDT,O
belongs,VBZ,O
to,TO,O
the,DT,O
flat,JJ,O
Valancy,NNP,O
SOS,NNP,O
3E,CD,O
SOS,NNP,O
In,IN,O
witness,NN,O
whereof,IN,O
the,DT,O
parties,NNS,O
here,RB,O
to,TO,O
have,VB,O
signed,VBN,O
this,DT,O
deed,NN,O
on,IN,O
the,DT,O
day,NN,O
month,NN,O
and,CC,O
year,NN,O
first,RB,O
above,IN,O
written,VBN,O
SOS,NNP,O
BEENA,NNP,O
PURATHAYIL,NNP,O
MADHAVAN,NNP,O
LESSOR,NNP,O
SOS,NNP,O
Witness,NNP,O
SOS,NNP,O
1,CD,O
SOS,NNP,O
2,CD,O
SOS,NNP,O
This,DT,O
Document,NNP,O
is,VBZ,O
Type,NNP,O
Written,NNP,O
Corrections,NNP,O
Nill,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
RENEWAL,NNP,O
OF,NNP,O
RENTAL,NNP,O
AGREEMENT,NNP,O
SOS,NNP,O
This,DT,O
AGREEMENT,NNP,O
of,IN,O
Rent,NNP,O
is,VBZ,O
made,VBN,O
in,IN,O
Bangalore,NNP,O
and,CC,O
Executed,VBN,O
today,NN,O
the,DT,O
lstth,NN,B-startdate
of,IN,I-startdate
May,NNP,I-startdate
2010,CD,I-startdate
SOS,NNP,O
BY,NNP,O
AND,NNP,O
BETWEEN,NNP,O
SOS,NNP,O
1,CD,O
Mr,NNP,B-partyone
Balaji,NNP,I-partyone
R,NNP,I-partyone
SOS,NNP,O
Aged,NNP,O
about,IN,O
63,CD,O
years,NNS,O
SOS,NNP,O
No,VBD,O
24,CD,O
2nd,CD,O
Cross,NNP,O
SBM,NNP,O
Colony,NNP,O
Mathikere,NNP,O
560054,CD,O
SOS,NNP,O
Hereinafter,NNP,O
referred,VBD,O
and,CC,O
called,VBD,O
as,IN,O
the,DT,O
xe2,NNP,O
x80,NNP,O
x98Lessor,NNP,O
xe2,NNP,O
x80,NNP,O
x99,NNP,O
of,IN,O
the,DT,O
First,NNP,O
part,NN,O
of,IN,O
one,CD,O
part,NN,O
SOS,NNP,O
AND,NNP,O
SOS,NNP,O
1,CD,O
Mr,NNP,B-partytwo
Kartheek,NNP,I-partytwo
R,NNP,I-partytwo
Aged,NNP,O
about,IN,O
31,CD,O
years,NNS,O
SOS,NNP,O
No,RB,O
81,CD,O
sri,NNS,O
manjunatha,JJ,O
nilaya,JJ,O
raju,NN,O
colony,NN,O
yamalur,NN,O
SOS,NNP,O
B,NNP,O
angalore,RB,O
560037,CD,O
SOS,NNP,O
Hereinafter,NNP,O
referred,VBD,O
and,CC,O
called,VBD,O
as,IN,O
the,DT,O
xe2,NNP,O
x80,NNP,O
x98Lessees,VBZ,O
xe2,NNP,O
x80,NNP,O
x99,NNP,O
of,IN,O
the,DT,O
second,JJ,O
part,NN,O
of,IN,O
the,DT,O
another,DT,O
part,NN,O
SOS,NNP,O
NOW,NNP,O
THIS,NNP,O
AGREEMENT,NNP,O
OF,NNP,O
RENT,NNP,O
WITNESSETH,NNP,O
TN,NNP,O
AS,NNP,O
FOLLOWS,NNP,O
SOS,NNP,O
Whereas,NNP,O
the,DT,O
first,JJ,O
party,NN,O
is,VBZ,O
the,DT,O
sole,JJ,O
and,CC,O
absolute,JJ,O
owner,NN,O
of,IN,O
the,DT,O
above,NN,O
cited,VBD,O
scheduled,JJ,O
premises,NNS,O
is,VBZ,O
hereby,JJ,O
continued,VBN,O
to,TO,O
be,VB,O
rented,VBN,O
out,RP,O
the,DT,O
same,JJ,O
to,TO,O
the,DT,O
second,JJ,O
party,NN,O
which,WDT,O
terms,NNS,O
and,CC,O
conditions,NNS,O
is,VBZ,O
as,IN,O
follows,VBZ,O
SOS,NNP,O
The,DT,O
lessor,NN,O
have,VBP,O
received,VBN,O
a,DT,O
security,NN,O
Deposit,NNP,O
amount,NN,O
of,IN,O
Rs,NNP,O
40,CD,O
0,CD,O
Rupees,NNP,B-value
Fourty,NNP,I-value
Thousand,NNP,I-value
only,RB,O
from,IN,O
the,DT,O
Lessees,NNP,O
and,CC,O
hereby,NN,O
acknowledges,VBZ,O
the,DT,O
receipt,NN,O
of,IN,O
the,DT,O
same,JJ,O
which,WDT,O
carries,VBZ,O
no,DT,O
interest,NN,O
but,CC,O
to,TO,O
be,VB,O
returned,VBN,O
to,TO,O
the,DT,O
lessee,NN,O
at,IN,O
the,DT,O
time,NN,O
of,IN,O
the,DT,O
lessee,NN,O
Vacates,NNP,O
and,CC,O
hands,VBZ,O
over,IN,O
the,DT,O
position,NN,O
SOS,NNP,O
The,DT,O
Rent,NNP,O
is,VBZ,O
payable,JJ,O
by,IN,O
the,DT,O
Lessees,NNP,O
to,TO,O
the,DT,O
Lessor,NNP,O
is,VBZ,O
a,DT,O
sum,NN,O
of,IN,O
Rs,NNP,O
3800,CD,O
Rupees,NNP,O
Thirty,NNP,O
Eight,NNP,O
Thousand,NNP,O
Only,RB,O
on,IN,O
or,CC,O
before,IN,O
10th,CD,O
of,IN,O
every,DT,O
English,NNP,O
Calendar,NNP,O
Month,NNP,O
SOS,NNP,O
This,DT,O
agreement,NN,O
is,VBZ,O
in,IN,O
force,NN,O
for,IN,O
a,DT,O
period,NN,O
of,IN,O
eleven,JJ,O
11,CD,B-end
months,NNS,I-end
and,CC,O
the,DT,O
same,JJ,O
may,MD,O
be,VB,O
renewed,VBN,O
by,IN,O
the,DT,O
mutual,JJ,O
understanding,NN,O
of,IN,O
both,CC,O
the,DT,O
Lessor,NNP,O
and,CC,O
the,DT,O
Lessee,NNP,O
SOS,NNP,O
In,IN,O
case,NN,O
of,IN,O
either,CC,O
party,NN,O
wants,VBZ,O
back,RP,O
the,DT,O
portion,NN,O
or,CC,O
vacates,VBZ,O
the,DT,O
portion,NN,O
either,DT,O
must,MD,O
be,VB,O
informed,VBN,O
within,IN,O
one,CD,B-notice
month,NN,I-notice
prior,JJ,O
notice,NN,O
SOS,NNP,O
The,DT,O
Electricity,NNP,O
and,CC,O
water,NN,O
charged,VBN,O
is,VBZ,O
to,TO,O
be,VB,O
borne,VBN,O
by,IN,O
the,DT,O
Lessees,NNP,O
only,RB,O
SOS,VBZ,O
The,DT,O
Lessee,NNP,O
should,MD,O
neither,RB,O
sublet,VB,O
nor,CC,O
underlet,JJ,O
and,CC,O
shall,MD,O
use,VB,O
the,DT,O
premises,NNS,O
only,RB,O
for,IN,O
Residential,NNP,O
and,CC,O
for,IN,O
not,RB,O
any,DT,O
business,NN,O
purpose,NN,O
should,MD,O
maintain,VB,O
clean,JJ,O
tidy,NN,O
with,IN,O
no,DT,O
interruption,NN,O
and,CC,O
shall,MD,O
handover,VB,O
at,IN,O
the,DT,O
time,NN,O
of,IN,O
vacating,VBG,O
in,IN,O
tenantable,JJ,O
condition,NN,O
SOS,NNP,O
SCHEDULE,NNP,O
SOS,NNP,O
The,DT,O
Schedule,NNP,O
of,IN,O
Residential,NNP,O
premises,VBZ,O
No,DT,O
81,CD,O
sri,NN,O
manjunatha,NN,O
nilaya,JJ,O
raju,NN,O
colony,NN,O
yamalur,NN,O
Bangalore,NNP,O
560037,CD,O
consists,NNS,O
of,IN,O
one,CD,O
Hall,NNP,O
One,CD,O
Bed,NNP,O
Room,NNP,O
Kitchen,NNP,O
Bath,NNP,O
Room,NNP,O
and,CC,O
Completely,NNP,O
Electrified,NNP,O
with,IN,O
running,VBG,O
water,NN,O
facilities,NNS,O
and,CC,O
other,JJ,O
amenities,NNS,O
SOS,NNP,O
In,IN,O
witness,NN,O
whereof,IN,O
both,DT,O
the,DT,O
parties,NNS,O
have,VBP,O
set,VBN,O
their,PRP$,O
respective,JJ,O
hands,NNS,O
and,CC,O
affixed,VBD,O
their,PRP$,O
signatures,NNS,O
hereunder,VBP,O
the,DT,O
following,JJ,O
and,CC,O
presence,NN,O
of,IN,O
the,DT,O
two,CD,O
witnesses,NNS,O
today,NN,O
the,DT,O
day,NN,O
month,NN,O
year,NN,O
cited,VBD,O
above,IN,O
SOS,NNP,O
WITNESSES,NNP,O
SOS,NNP,O
1,CD,O
tLESSOR,NN,O
OWNER,NNP,O
SOS,NNP,O
LESSEES,NNP,O
TENANT,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
LEASSE,NNP,O
AGREEENT,NNP,O
SOS,NNP,O
THIS,NNP,O
INDENTURE,NNP,O
IS,NNP,O
MADE,NNP,O
ON,NNP,O
THIS,NNP,O
THE,NNP,O
DAY,NNP,O
OF,NNP,O
1stDAY,CD,O
OF,NNP,O
SEPTEMBER,NNP,O
SOS,NNP,O
2018,CD,O
TWO,NNP,O
THOUSAND,NNP,O
EIGHTEEN,NNP,O
SOS,NNP,O
Page,NNP,O
2,CD,O
nBETWEEN,NN,O
SOS,NNP,O
SMT,NNP,B-partyone
PARMESHWARI,NNP,I-partyone
DEVI,NNP,I-partyone
JOSHI,NNP,I-partyone
PAN,NNP,O
No,NNP,O
ACWPJ1537D,NNP,O
W,NNP,O
O,NNP,O
Sri,NNP,O
Chothmal,NNP,O
Joshi,NNP,O
Hindu,NNP,O
by,IN,O
faith,JJ,O
Occupation,NNP,O
Housewife,NNP,O
Residing,NNP,O
at,IN,O
Joshi,NNP,O
Kunj,NNP,O
opposite,JJ,O
Akashwani,NNP,O
2nd,CD,O
Mile,NNP,O
Sevoke,NNP,O
road,NN,O
Siliguri,NNP,O
West,NNP,O
Bengal,NNP,O
xe2,NNP,O
x80,NNP,O
x94,NNP,O
hereinafter,NN,O
called,VBD,O
the,DT,O
LESSOR,NNP,O
FIRST,NNP,O
PARTY,NNP,O
which,WDT,O
expression,VBP,O
shall,MD,O
mean,VB,O
and,CC,O
include,VB,O
excluded,VBN,O
by,IN,O
or,CC,O
repugnant,VB,O
to,TO,O
the,DT,O
context,NN,O
her,PRP$,O
heirs,JJ,O
executors,NNS,O
sucessors,NNS,O
administrators,VBP,O
representatives,NNS,O
and,CC,O
assigns,NNS,O
of,IN,O
the,DT,O
FIRST,NNP,O
PART,NNP,O
SOS,NNP,O
AND,NNP,O
SOS,NNP,O
TECHNOCULTURE,NNP,B-partytwo
BUILDING,NNP,I-partytwo
CENTRE,NNP,I-partytwo
PRIVATE,NNP,I-partytwo
LIMITED,NNP,I-partytwo
a,DT,O
Private,NNP,O
Limited,NNP,O
Company,NNP,O
incorporated,VBD,O
under,IN,O
the,DT,O
Indian,JJ,O
Companies,NNP,O
Act,NNP,O
1956,CD,O
having,VBG,O
its,PRP$,O
incorporation,NN,O
No,DT,O
tand,NN,O
its,PRP$,O
registered,JJ,O
office,NN,O
at,IN,O
flat,JJ,O
no,DT,O
417,JJ,O
Ashiana,NNP,O
SOS,NNP,O
tower,NN,O
Exhibition,NNP,O
Road,NNP,O
Patna,NNP,O
1,CD,O
Bihar,NNP,O
xe2,NNP,O
x80,NNP,O
x94,NNP,O
hereinafter,NN,O
called,VBD,O
the,DT,O
LESSEE,NNP,O
SECOND,NNP,O
PARTY,NNP,O
which,WDT,O
expression,VBP,O
shall,MD,O
mean,VB,O
and,CC,O
include,VB,O
unless,IN,O
excluded,VBN,O
by,IN,O
or,CC,O
repugnant,VB,O
to,TO,O
the,DT,O
context,NN,O
its,PRP$,O
office,NN,O
bearers,NNS,O
successors,NNS,O
in,IN,O
office,NN,O
successors,NNS,O
in,IN,O
interest,NN,O
and,CC,O
assigns,NNS,O
of,IN,O
the,DT,O
SECOND,NNP,O
PART,NNP,O
represented,VBN,O
by,IN,O
its,PRP$,O
Branch,NN,O
in,IN,O
Charge,NNP,O
duly,RB,O
authorized,VBD,O
for,IN,O
this,DT,O
MISS,NNP,B-partytwo
YASODA,NNP,I-partytwo
SUNWAR,NNP,I-partytwo
Daughter,NNP,O
of,IN,O
Late,NNP,O
Phulman,NNP,O
Sunwar,NNP,O
Hindu,NNP,O
by,IN,O
religion,NN,O
Indian,JJ,O
by,IN,O
Nationality,NNP,O
Service,NNP,O
by,IN,O
occupation,NN,O
resident,NN,O
of,IN,O
Turibari,NNP,O
Junglee,NNP,O
Mohal,NNP,O
P,NNP,O
0,CD,O
Salugara,NNP,O
8,CD,O
P,NNP,O
S,NNP,O
Bhaktinagar,NNP,O
District,NNP,O
Jalpaiguri,NNP,O
in,IN,O
the,DT,O
State,NNP,O
of,IN,O
West,NNP,O
Bengal,NNP,O
SOS,NNP,O
WHEREAS,NNP,O
SOS,NNP,O
The,DT,O
LESSOR,NNP,O
is,VBZ,O
the,DT,O
sole,JJ,O
and,CC,O
absolute,JJ,O
Owner,NNP,O
in,IN,O
respect,NN,O
of,IN,O
all,PDT,O
that,IN,O
a,DT,O
premises,NNS,O
measuring,VBG,O
about,IN,O
Sq,NNP,O
Ft,NNP,O
more,RBR,O
or,CC,O
less,JJR,O
at,IN,O
First,NNP,O
floor,NN,O
of,IN,O
the,DT,O
building,NN,O
named,VBN,O
JOSHI,NNP,O
KUNJ,NNP,O
building,NN,O
situated,VBD,O
in,IN,O
the,DT,O
2nd,CD,O
Mile,NNP,O
Sevoke,NNP,O
Road,NNP,O
Opposite,NNP,O
Akashvani,NNP,O
Bhawan,NNP,O
P,NNP,O
S,NNP,O
Bhaktinagar,NNP,O
P,NNP,O
0,CD,O
Ektiasal,NNP,O
2,CD,O
Siliguri,NNP,O
District,NNP,O
Jalpaiguri,NNP,O
as,IN,O
more,RBR,O
fully,RB,O
described,VBN,O
in,IN,O
Schedule,NNP,O
hereunder,NN,O
written,VBN,O
for,IN,O
the,DT,O
sake,NN,O
of,IN,O
brevity,NN,O
herein,NN,O
after,IN,O
referred,VBN,O
to,TO,O
as,IN,O
said,VBD,O
office,NN,O
premises,NNS,O
SOS,VBP,O
The,DT,O
LESSEE,NNP,O
is,VBZ,O
a,DT,O
Private,JJ,O
Limited,JJ,O
Company,NNP,O
engaged,VBD,O
in,IN,O
the,DT,O
real,JJ,O
estate,NN,O
business,NN,O
and,CC,O
as,IN,O
such,JJ,O
is,VBZ,O
in,IN,O
need,NN,O
of,IN,O
a,DT,O
office,NN,O
space,NN,O
to,TO,O
run,VB,O
its,PRP$,O
business,NN,O
transactions,NNS,O
and,CC,O
operations,NNS,O
SOS,VBP,O
The,DT,O
LESSOR,NNP,O
is,VBZ,O
no,DT,O
way,NN,O
related,VBN,O
with,IN,O
the,DT,O
activities,NNS,O
of,IN,O
the,DT,O
LESSEE,NNP,O
and,CC,O
shall,MD,O
not,RB,O
be,VB,O
responsible,JJ,O
for,IN,O
the,DT,O
acts,NNS,O
and,CC,O
deeds,NNS,O
of,IN,O
the,DT,O
LESSEE,NNP,O
SOS,NNP,O
The,DT,O
LESSEE,NNP,O
having,VBG,O
requirement,NN,O
of,IN,O
same,JJ,O
for,IN,O
its,PRP$,O
commercial,JJ,O
purpose,NN,O
approached,VBN,O
requested,VBD,O
the,DT,O
LESSOR,NNP,O
to,TO,O
grant,VB,O
lease,NN,O
in,IN,O
respect,NN,O
of,IN,O
the,DT,O
aforesaid,JJ,O
office,NN,O
premises,NNS,O
for,IN,O
a,DT,O
period,NN,O
of,IN,O
36,CD,O
Thirty,NNP,B-end
Six,NNP,I-end
months,NNS,I-end
which,WDT,O
shall,MD,O
be,VB,O
counted,VBN,O
from,IN,O
1st,CD,B-startdate
September,NNP,I-startdate
2018,CD,I-startdate
on,IN,O
lease,NN,O
and,CC,O
accordingly,RB,O
the,DT,O
LESSOR,NNP,O
agreed,VBD,O
SOS,NNP,O
Cont,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
Page,NNP,O
3,CD,O
SOS,NNP,O
to,TO,O
grant,VB,O
license,NN,O
in,IN,O
favor,NN,O
of,IN,O
the,DT,O
LESSEE,NNP,O
in,IN,O
respect,NN,O
of,IN,O
the,DT,O
said,VBD,O
well,RB,O
Build,NNP,O
aforesaid,VBD,O
office,NN,O
premises,NNS,O
as,IN,O
more,RBR,O
fully,RB,O
described,VBN,O
in,IN,O
the,DT,O
Schedule,NNP,O
hereunder,NN,O
written,VBN,O
for,IN,O
a,DT,O
period,NN,O
of,IN,O
36,CD,O
Thirty,NNP,O
Six,NNP,O
months,NNS,O
counted,VBN,O
from,IN,O
the,DT,O
1st,CD,O
September,NNP,O
2018,CD,O
SOS,NNP,O
That,WDT,O
now,RB,O
both,VBZ,O
the,DT,O
LESSOR,NNP,O
and,CC,O
the,DT,O
LESSEE,NNP,O
mutually,RB,O
decided,VBD,O
to,TO,O
execute,VB,O
these,DT,O
presents,NNS,O
of,IN,O
Leave,NNP,O
and,CC,O
License,NNP,O
in,IN,O
order,NN,O
to,TO,O
avoid,VB,O
all,DT,O
sorts,NNS,O
of,IN,O
future,JJ,O
misunderstandings,NNS,O
and,CC,O
confusions,NNS,O
amongst,VBP,O
themselves,PRP,O
SOS,NNP,O
NOW,NNP,O
THIS,NNP,O
AGREEMENT,NNP,O
WITNESSETH,NNP,O
AS,NNP,O
FOLLOWS,NNP,O
SOS,NNP,O
That,IN,O
the,DT,O
lease,NN,O
agreement,NN,O
in,IN,O
favor,NN,O
of,IN,O
the,DT,O
LESSEE,NNP,O
has,VBZ,O
been,VBN,O
executed,VBN,O
for,IN,O
a,DT,O
period,NN,O
of,IN,O
36,CD,O
Thirty,NNP,O
Six,NNP,O
months,NNS,O
commencing,VBG,O
from,IN,O
1st,CD,O
September,NNP,O
2018,CD,O
SOS,NNP,O
That,IN,O
the,DT,O
LESSOR,NNP,O
shall,MD,O
pay,VB,O
to,TO,O
the,DT,O
LESSOR,NNP,O
a,DT,O
monthly,JJ,O
lease,NN,O
fees,NNS,O
amounting,VBG,O
to,TO,O
Rs,NNP,O
23000,CD,O
Rupees,NNP,O
Twenty,NNP,O
Three,NNP,O
Thousand,NNP,O
only,RB,O
per,IN,O
month,NN,O
for,IN,O
the,DT,O
period,NN,O
of,IN,O
36,CD,O
Thirty,NNP,O
Six,NNP,O
months,NNS,O
SOS,NNP,O
That,IN,O
the,DT,O
LESSEE,NNP,O
shall,MD,O
pay,VB,O
the,DT,O
aforesaid,NN,O
monthly,JJ,O
License,NNP,O
fee,NN,O
in,IN,O
the,DT,O
succeeding,VBG,O
month,NN,O
accordingly,RB,O
on,IN,O
or,CC,O
before,IN,O
the,DT,O
10th,CD,O
of,IN,O
English,NNP,O
Calendar,NNP,O
month,NN,O
without,IN,O
claiming,VBG,O
any,DT,O
deduction,NN,O
or,CC,O
abatement,NN,O
on,IN,O
any,DT,O
account,NN,O
whatsoever,RB,O
SOS,NNP,O
That,IN,O
the,DT,O
LESSEE,NNP,O
shall,MD,O
pay,VB,O
the,DT,O
proportionate,NN,O
share,NN,O
of,IN,O
the,DT,O
common,JJ,O
maintenance,NN,O
expenses,NNS,O
amounting,VBG,O
to,TO,O
Rs,NNP,O
920,CD,O
Rupees,NNP,O
Nine,NNP,O
hundred,VBD,O
twenty,RB,O
only,RB,O
per,IN,O
month,NN,O
on,IN,O
time,NN,O
to,TO,O
the,DT,O
LESSOR,NNP,O
SOS,NNP,O
That,IN,O
the,DT,O
Lessee,NNP,O
shall,MD,O
pay,VB,O
a,DT,O
sum,NN,O
of,IN,O
Rs,NNP,O
80,CD,O
0,CD,O
Rupees,NNS,B-value
Eighty,NNP,I-value
Thousand,NNP,I-value
only,RB,O
as,IN,O
interest,NN,O
free,JJ,O
refundable,JJ,O
security,NN,O
deposit,NN,O
to,TO,O
the,DT,O
Lessor,NNP,O
and,CC,O
on,IN,O
completion,NN,O
of,IN,O
the,DT,O
lease,NN,O
period,NN,O
the,DT,O
Lessor,NNP,O
shall,MD,O
be,VB,O
liable,JJ,O
to,TO,O
refund,VB,O
the,DT,O
security,NN,O
deposit,NN,O
without,IN,O
interest,NN,O
subject,NN,O
to,TO,O
peaceful,VB,O
physical,JJ,O
handover,NN,O
of,IN,O
the,DT,O
aforesaid,JJ,O
office,NN,O
premises,NNS,O
by,IN,O
the,DT,O
Lessee,NNP,O
to,TO,O
the,DT,O
Lessor,NNP,O
SOS,NNP,O
That,WDT,O
on,IN,O
the,DT,O
expiry,NN,O
of,IN,O
the,DT,O
aforesaid,JJ,O
lease,NN,O
period,NN,O
on,IN,O
31st,CD,O
August,NNP,O
202land,CD,O
on,IN,O
the,DT,O
request,NN,O
of,IN,O
the,DT,O
LESSEE,NNP,O
in,IN,O
writing,VBG,O
before,IN,O
one,CD,O
month,NN,O
from,IN,O
the,DT,O
date,NN,O
of,IN,O
expiry,NN,O
of,IN,O
License,NNP,O
Period,NNP,O
the,DT,O
LESSOR,NNP,O
at,IN,O
her,PRP$,O
own,JJ,O
free,JJ,O
will,MD,O
and,CC,O
liberty,VB,O
can,MD,O
renew,VB,O
the,DT,O
license,NN,O
for,IN,O
a,DT,O
further,JJ,O
period,NN,O
as,IN,O
required,VBN,O
by,IN,O
the,DT,O
Lessee,NNP,O
SOS,NNP,O
7,CD,O
That,IN,O
if,IN,O
the,DT,O
Lessor,NNP,O
sells,VBZ,O
transfers,NNS,O
bequeaths,NNS,O
gifts,NNS,O
mortgages,NNS,O
or,CC,O
in,IN,O
any,DT,O
manner,NN,O
transfers,NNS,O
ownerships,VBP,O
or,CC,O
control,NN,O
of,IN,O
the,DT,O
office,NN,O
premises,VBZ,O
forming,VBG,O
subject,JJ,O
matter,NN,O
of,IN,O
these,DT,O
presents,NNS,O
the,DT,O
